CL110	vmdisks	volumes	GE	35-40
CL110	vmdisks	volumes	Lecture	10-15
CL110	storage	objects	Lecture	20-25
CL110	storage	objects	GE	15-20
CL110	storage	compare	GE	10-15
CL110	storage	compare	Lecture	10-15
CL110	storage	nfs	Lecture	15-20
CL110	storage	nfs	GE	20-25
CL110	public	networks	GE	5-10
CL110	public	networks	Lecture	5-10
CL110	public	routers	GE	25-30
CL110	public	routers	Lecture	15-20
CL110	public	access	GE	10-15
CL110	public	access	Lecture	20-25
CL110	public	launch	GE	10-15
CL110	public	launch	Lecture	20-25
CL110	cloudapps	cloudinit	GE	15-20
CL110	cloudapps	cloudinit	Lecture	5-10
CL110	cloudapps	architecture	Lecture	25-30
CL110	cloudapps	architecture	Quiz	10-15
CL110	cloudapps	stack	Lecture	10-15
CL110	cloudapps	stack	GE	5-10
CL110	placement	overcloud	Quiz	5-10
CL110	placement	overcloud	Lecture	25-30
CL110	placement	service	Lecture	10-15
CL110	placement	service	Quiz	10-15
DO250	intro	mobius	Quiz	15-20
DO250	intro	mobius	Lecture	10-15
DO250	intro	visualize	Lecture	5-10
DO250	intro	visualize	Quiz	10-15
DO250	intro	facilitate	Quiz	5-10
DO250	intro	facilitate	Lecture	20-25
DO250	team	forming	Lecture	10-15
DO250	team	forming	Quiz	10-15
DO250	team	contract	Lecture	5-10
DO250	team	contract	Quiz	15-20
DO250	team	retros	Quiz	5-10
DO250	team	retros	Lecture	15-20
DO250	tech	cicd	Quiz	10-15
DO250	tech	cicd	Lecture	10-15
DO250	tech	ascode	Lecture	10-15
DO250	tech	ascode	Quiz	10-15
DO250	tech	security	Lecture	10-15
DO250	tech	bigpicture	Quiz	5-10
DO250	tech	bigpicture	Lecture	10-15
DO250	discovery	mbpm	Quiz	20-25
DO250	discovery	mbpm	Lecture	15-20
DO250	discovery	outcomes	Lecture	10-15
DO250	discovery	outcomes	Quiz	10-15
DO250	discovery	sliders	Quiz	10-15
DO250	discovery	sliders	Lecture	15-20
DO250	options	prioritize	Quiz	5-10
DO250	options	prioritize	Lecture	10-15
DO250	options	slicing	Lecture	10-15
DO250	options	slicing	Quiz	10-15
DO250	delivery	ceremony	Lecture	20-25
DO250	delivery	ceremony	Quiz	5-10
DO250	delivery	kanban	Quiz	10-15
DO250	delivery	kanban	Lecture	15-20
AD364	start	automation	Lecture	5-10
AD364	start	automation	Quiz	10-15
AD364	start	decision	Lecture	5-10
AD364	start	decision	Quiz	10-15
AD364	bc	rules	Lecture	15-20
AD364	bc	rules	Quiz	10-15
AD364	bc	grules	Lecture	10-15
AD364	bc	grules	GE	15-20
AD364	bc	tables	GE	25-30
AD364	bc	tables	Lecture	10-15
AD364	bc	testing	GE	10-15
AD364	bc	testing	Lecture	10-15
AD364	drl	rule	Quiz	5-10
AD364	drl	rule	Lecture	5
AD364	drl	rule	GE	15-20
AD364	drl	rule	Lecture	15-20
AD364	drl	advrule	Lecture	30-35
AD364	drl	rulebc	Lecture	5
AD364	drl	rulebc	GE	15-20
AD364	drl	backward	GE	15-20
AD364	drl	backward	Lecture	15-20
AD364	integrate	kie	Lecture	5-10
AD364	integrate	kie	GE	15-20
AD364	integrate	rest	Lecture	5-10
AD364	integrate	rest	GE	10-15
AD364	flow	conflict	GE	20-25
AD364	flow	conflict	Lecture	15-20
AD364	flow	optimize	Lecture	5-10
AD364	flow	optimize	GE	15-20
AD364	dmn	learn	Quiz	10-15
AD364	dmn	learn	Lecture	5-10
AD364	dmn	feel	GE	15-20
AD364	dmn	feel	Lecture	5-10
AD364	dmn	functions	Lecture	15-20
AD364	dmn	functions	GE	30-35
AD364	dmn	integrate	GE	10-15
AD364	dmn	integrate	Lecture	5-10
AD364	cep	event	GE	20-25
AD364	cep	event	Lecture	25-30
DO400	intro	concept	Lecture	10-15
DO400	intro	concept	Quiz	5-10
DO400	intro	features	Quiz	10-15
DO400	intro	features	Lecture	10-15
DO400	intro	setup	GE	50-55
DO400	vcs	introduction	Lecture	5-10
DO400	vcs	introduction	Quiz	5-10
DO400	vcs	git	Lecture	10-15
DO400	vcs	git	GE	25-30
DO400	vcs	branches	Lecture	15-20
DO400	vcs	branches	GE	25-30
DO400	vcs	remote	Lecture	25-30
DO400	vcs	remote	GE	30-35
DO400	vcs	release	GE	35-40
DO400	vcs	release	Lecture	15-20
DO400	testing	pyramid	Lecture	15-20
DO400	testing	pyramid	Quiz	10-15
DO400	testing	unit	GE	35-40
DO400	testing	unit	Lecture	10-15
DO400	testing	integration	GE	25-30
DO400	testing	integration	Lecture	10-15
DO400	testing	functional	GE	15-20
DO400	testing	functional	Lecture	10-15
DO400	tdd	introduction	GE	40-45
DO400	tdd	introduction	Lecture	5-10
DO400	tdd	patterns	Lecture	10-15
DO400	tdd	patterns	Quiz	20-25
DO400	tdd	quality	Lecture	15-20
DO400	tdd	quality	GE	35-40
DO400	pipelines	basics	GE	20-25
DO400	pipelines	basics	Lecture	15-20
DO400	pipelines	scripted	Lecture	10-15
DO400	pipelines	scripted	GE	25-30
DO400	pipelines	control	GE	50-55
DO400	pipelines	control	Lecture	15-20
DO400	deploying	images	GE	45-50
DO400	deploying	images	Lecture	10-15
DO400	deploying	environments	GE	50-55
DO400	deploying	environments	Lecture	10-15
DO400	deploying	strategies	GE	25-30
DO400	deploying	strategies	Lecture	10-15
